student_id,item_id,is_correct,school_id
78013,46280,1,1645
78013,46281,1,1645
78013,46285,1,1645
78013,55901,1,1645
78016,46277,1,1645
78016,46278,1,1645
78016,46280,1,1645
78016,46281,1,1645
78016,46285,1,1645
78016,55901,0,1645
78017,30833,0,1645
78017,46277,1,1645
78017,46279,1,1645
78017,46280,1,1645
78017,46281,1,1645
78017,46285,0,1645
78017,55901,1,1645
78018,30833,1,1645
78018,46276,1,1645
78018,46278,1,1645
78018,46280,1,1645
78018,46281,1,1645
78018,55901,1,1645
78019,46277,1,1645
78019,46278,0,1645
78019,46280,1,1645
78019,46281,1,1645
78019,46285,1,1645
78019,55901,1,1645
78020,46277,1,1645
78020,46279,1,1645
78020,46280,1,1645
78020,46281,1,1645
78020,46285,1,1645
78020,55901,1,1645
78021,46277,1,1645
78021,46278,1,1645
78021,46280,1,1645
78021,46281,1,1645
78021,46285,1,1645
78021,55901,1,1645
78022,30833,1,1645
78022,46277,1,1645
78022,46278,1,1645
78022,46280,1,1645
78022,46281,1,1645
78022,55901,0,1645
78023,30833,1,1645
78023,46277,1,1645
78023,46279,1,1645
78023,46280,1,1645
78023,46281,1,1645
78023,46285,0,1645
78023,55901,1,1645
78024,30833,1,1645
78024,46276,0,1645
78024,46278,1,1645
78024,46280,1,1645
78024,46281,1,1645
78024,55901,1,1645
78026,30833,1,1645
78026,46276,1,1645
78026,46277,0,1645
78026,46279,1,1645
78026,46280,1,1645
78026,46281,1,1645
78026,46285,0,1645
78026,55901,1,1645
78027,30833,1,1645
78027,46276,1,1645
78027,46278,1,1645
78027,46280,1,1645
78027,46281,1,1645
78027,55901,1,1645
78028,30833,1,1645
78028,46280,1,1645
78028,46281,1,1645
78028,46285,0,1645
78028,55901,0,1645
78029,46276,1,1645
78029,46277,0,1645
78029,46279,1,1645
78029,46280,1,1645
78029,46281,1,1645
78029,46285,1,1645
78029,55901,1,1645
78030,30833,1,1645
78030,46276,0,1645
78030,46278,0,1645
78030,46279,0,1645
78030,55901,0,1645
78031,30833,0,1645
78031,46276,0,1645
78031,46277,0,1645
78031,46278,0,1645
78031,46279,0,1645
78031,46280,1,1645
78031,46281,1,1645
78031,46285,0,1645
78031,55901,0,1645
78032,30833,1,1645
78032,46276,1,1645
78032,46278,1,1645
78032,46280,1,1645
78032,46281,1,1645
78032,55901,1,1645
78033,46276,1,1645
78033,46278,0,1645
78033,46279,1,1645
78033,46280,1,1645
78033,46281,1,1645
78033,55901,0,1645
78062,30833,0,1645
78062,46277,1,1645
78062,46278,0,1645
78062,46279,0,1645
78062,46280,1,1645
78062,46281,1,1645
78062,46285,1,1645
78073,30833,1,2770
78073,46276,1,2770
78073,46278,0,2770
78073,46279,1,2770
78073,46280,1,2770
78073,46281,1,2770
78073,46285,1,2770
78073,54581,1,2770
78073,55506,1,2770
78073,55901,0,2770
78090,54581,1,5056
78090,55506,1,5056
78090,55508,1,5056
78090,55509,1,5056
78091,54581,1,5056
78091,55506,1,5056
78091,55508,1,5056
78091,55509,0,5056
78091,55521,1,5056
78092,54581,0,5056
78092,54697,1,5056
78092,55506,1,5056
78092,55508,0,5056
78092,55509,1,5056
78092,55521,1,5056
78093,54581,1,5056
78093,54697,1,5056
78093,55506,1,5056
78094,54581,1,5056
78094,54697,1,5056
78094,55508,0,5056
78094,55509,1,5056
78094,55521,1,5056
78095,55506,1,5056
78095,55509,1,5056
78095,55521,1,5056
78097,54581,1,5056
78097,55506,0,5056
78097,55508,1,5056
78097,55509,0,5056
78097,55521,0,5056
78098,54581,1,5056
78098,54697,1,5056
78098,55506,1,5056
78099,54581,0,5056
78099,54697,1,5056
78099,55506,1,5056
78099,55508,0,5056
78099,55509,1,5056
78099,55521,1,5056
78100,54581,1,5056
78100,55506,1,5056
78100,55508,1,5056
78100,55509,1,5056
78100,55521,1,5056
78102,54581,1,5056
78102,55508,1,5056
78102,55509,1,5056
78102,55521,0,5056
78103,54581,0,5056
78103,54697,0,5056
78103,55506,1,5056
78103,55508,0,5056
78103,55521,1,5056
78105,54697,1,5056
78105,55506,1,5056
78105,55508,1,5056
78105,55509,1,5056
78106,54581,0,5056
78106,54697,0,5056
78106,55506,0,5056
78106,55509,0,5056
78106,55521,1,5056
78107,54697,1,5056
78107,55506,1,5056
78107,55508,1,5056
78107,55521,1,5056
78137,54697,0,5056
78137,55506,1,5056
78137,55508,1,5056
78137,55509,0,5056
78154,54697,1,5056
78154,55508,0,5056
78154,55509,1,5056
78154,55521,1,5056
78154,55901,1,5056
78157,54581,0,5056
78157,55506,1,5056
78157,55508,0,5056
78157,55521,0,5056
78157,55901,1,5056
78158,54581,0,5056
78158,54697,1,5056
78158,55506,1,5056
78158,55508,0,5056
78158,55509,0,5056
78158,55521,0,5056
78160,54581,0,5056
78160,54697,0,5056
78160,55509,1,5056
78160,55901,0,5056
78161,54581,1,5056
78161,54697,1,5056
78161,55508,0,5056
78161,55509,0,5056
78161,55901,1,5056
78163,54581,1,5056
78163,54697,0,5056
78163,55506,0,5056
78163,55508,0,5056
78163,55509,1,5056
78163,55521,1,5056
78163,55901,0,5056
78164,54581,1,5056
78164,55506,1,5056
78164,55508,0,5056
78164,55521,0,5056
78166,55508,1,5056
78166,55509,1,5056
78167,54581,0,5056
78167,54697,1,5056
78167,55508,0,5056
78167,55509,1,5056
78167,55521,1,5056
78167,55901,1,5056
78168,54697,1,5056
78168,55506,1,5056
78168,55509,1,5056
78169,54581,1,5056
78169,54697,0,5056
78169,55506,1,5056
78169,55509,0,5056
78169,55901,0,5056
78171,54581,0,5056
78171,54697,1,5056
78171,55506,1,5056
78171,55508,0,5056
78171,55901,0,5056
78173,54581,0,5056
78173,55506,1,5056
78173,55509,0,5056
78173,55901,1,5056
78174,54581,0,5056
78174,54697,1,5056
78174,55506,1,5056
78174,55508,0,5056
78174,55509,0,5056
78174,55521,1,5056
78175,54581,0,5056
78175,55506,1,5056
78175,55508,0,5056
78175,55509,1,5056
78175,55901,0,5056
78176,54581,0,5056
78176,54697,0,5056
78176,55506,0,5056
78176,55508,1,5056
78176,55901,0,5056
78178,54581,0,5056
78178,54697,1,5056
78178,55508,0,5056
78178,55509,0,5056
78178,55521,0,5056
78178,55901,1,5056
78184,54697,1,5056
78184,55509,1,5056
78184,55521,1,5056
78202,54581,1,5056
78202,54697,1,5056
78202,55508,0,5056
78202,55509,1,5056
78202,55521,1,5056
78204,54581,0,5056
78204,54697,1,5056
78204,55506,1,5056
78204,55508,1,5056
78204,55521,1,5056
78206,54581,1,5056
78206,55506,1,5056
78206,55508,1,5056
78207,54581,0,5056
78207,54697,0,5056
78207,55508,0,5056
78207,55509,0,5056
78207,55521,0,5056
78208,54581,1,5056
78208,55509,1,5056
78208,55521,1,5056
78209,54581,1,5056
78209,55508,1,5056
78209,55509,0,5056
78209,55521,1,5056
78210,55506,1,5056
78210,55508,0,5056
78210,55509,1,5056
78210,55521,1,5056
78211,54581,1,5056
78211,54697,1,5056
78211,55506,1,5056
78211,55508,1,5056
78211,55509,1,5056
78212,54581,0,5056
78212,54697,1,5056
78212,55506,1,5056
78212,55509,1,5056
78212,55521,0,5056
78214,54581,1,5056
78214,54697,1,5056
78214,55506,1,5056
78215,54581,1,5056
78215,54697,1,5056
78215,55508,0,5056
78215,55509,1,5056
78215,55521,1,5056
78216,54581,1,5056
78216,54697,1,5056
78216,55506,1,5056
78216,55509,1,5056
78217,54581,1,5056
78217,54697,1,5056
78217,55506,1,5056
78217,55508,0,5056
78217,55509,1,5056
78217,55521,1,5056
78218,54581,1,5056
78218,55506,1,5056
78218,55508,1,5056
78219,54581,1,5056
78219,55506,1,5056
78219,55521,1,5056
78220,54581,1,5056
78220,54697,1,5056
78220,55506,1,5056
78220,55508,1,5056
78220,55509,0,5056
78220,55521,0,5056
78265,54581,0,5056
78265,54697,1,5056
78265,55506,1,5056
78266,54581,0,5056
78266,55506,1,5056
78266,55508,0,5056
78266,55509,1,5056
78266,55521,0,5056
78266,55901,0,5056
78267,54697,1,5056
78267,55506,1,5056
78267,55901,1,5056
78268,54581,0,5056
78268,54697,1,5056
78268,55508,0,5056
78268,55509,1,5056
78268,55521,0,5056
78269,54697,1,5056
78269,55508,0,5056
78269,55509,0,5056
78269,55521,0,5056
78269,55901,0,5056
78270,54581,1,5056
78270,55508,0,5056
78270,55509,0,5056
78270,55901,0,5056
78272,54697,0,5056
78272,55508,1,5056
78272,55509,1,5056
78272,55521,0,5056
78272,55901,0,5056
78274,54697,1,5056
78274,55506,1,5056
78274,55521,1,5056
78276,54581,0,5056
78276,54697,1,5056
78276,55506,0,5056
78276,55508,0,5056
78276,55509,0,5056
78276,55521,0,5056
78276,55901,0,5056
78277,54581,1,5056
78277,54697,1,5056
78277,55508,1,5056
78277,55901,1,5056
78278,54581,1,5056
78278,54697,1,5056
78278,55509,0,5056
78278,55901,1,5056
78279,54581,1,5056
78279,54697,0,5056
78279,55506,1,5056
78279,55508,1,5056
78279,55521,0,5056
78279,55901,1,5056
78280,54581,1,5056
78280,54697,0,5056
78280,55506,1,5056
78280,55509,1,5056
78280,55901,0,5056
78281,54581,0,5056
78281,54697,0,5056
78281,55506,1,5056
78281,55508,0,5056
78281,55509,0,5056
78281,55521,0,5056
78282,54697,1,5056
78282,55508,0,5056
78282,55509,1,5056
78282,55521,0,5056
78282,55901,0,5056
78283,54697,0,5056
78283,55508,1,5056
78283,55509,1,5056
78283,55521,1,5056
78283,55901,1,5056
78284,54697,0,5056
78284,55506,1,5056
78284,55508,0,5056
78284,55509,0,5056
78284,55521,0,5056
78284,55901,0,5056
78285,54697,1,5056
78285,55508,0,5056
78285,55509,1,5056
78285,55521,0,5056
78285,55901,1,5056
78286,54581,1,5056
78286,54697,1,5056
78286,55506,1,5056
78286,55508,1,5056
78286,55509,1,5056
78286,55521,0,5056
78286,55901,0,5056
78340,54581,0,5177
78340,54697,0,5177
78340,55508,0,5177
78340,55509,0,5177
78340,55521,0,5177
78341,54581,0,5177
78341,54697,0,5177
78341,55506,0,5177
78341,55508,0,5177
78341,55509,0,5177
78341,55521,0,5177
78342,54697,0,5177
78344,54581,0,5177
78344,54697,0,5177
78344,55506,1,5177
78344,55508,0,5177
78344,55509,0,5177
78344,55521,0,5177
78345,54581,1,5177
78345,54697,1,5177
78345,55506,1,5177
78345,55508,0,5177
78345,55509,0,5177
78345,55521,0,5177
78349,54581,1,5177
78349,55509,0,5177
78352,54581,0,5177
78352,54697,0,5177
78352,55506,1,5177
78352,55508,0,5177
78352,55509,0,5177
78352,55521,1,5177
78356,54581,0,5056
78356,54697,0,5056
78356,55506,0,5056
78356,55508,0,5056
78356,55509,0,5056
78356,55521,0,5056
78362,54581,1,5056
78362,54697,0,5056
78362,55506,1,5056
78362,55508,1,5056
78362,55509,0,5056
78362,55521,0,5056
78365,54581,0,5056
78365,54697,0,5056
78365,55506,0,5056
78365,55508,0,5056
78365,55509,0,5056
78366,54581,1,5056
78366,54697,1,5056
78366,55506,1,5056
78366,55508,0,5056
78366,55509,1,5056
78366,55521,1,5056
78367,54581,1,5056
78367,54697,0,5056
78367,55506,1,5056
78367,55508,0,5056
78367,55509,1,5056
78367,55521,0,5056
78368,54581,1,5056
78368,54697,1,5056
78368,55506,1,5056
78368,55508,0,5056
78368,55509,1,5056
78368,55521,1,5056
78369,54697,0,5056
78369,55506,1,5056
78369,55521,1,5056
78371,54581,1,5056
78371,54697,1,5056
78371,55506,1,5056
78371,55521,1,5056
78373,54697,1,5056
78373,55506,1,5056
78373,55508,1,5056
78373,55521,1,5056
78385,54581,0,5056
78385,54697,0,5056
78385,55506,1,5056
78385,55508,0,5056
78385,55509,1,5056
78385,55521,1,5056
78385,55901,1,5056
78411,30833,1,5177
78411,46276,1,5177
78411,46278,1,5177
78411,46279,0,5177
78411,46280,1,5177
78411,46281,0,5177
78411,46285,0,5177
78412,30833,1,5177
78412,46276,1,5177
78412,46277,1,5177
78412,46278,1,5177
78412,46279,0,5177
78412,46280,0,5177
78412,46281,1,5177
78412,46285,1,5177
78413,30833,0,5177
78413,46276,1,5177
78413,46277,1,5177
78413,46278,0,5177
78413,46279,0,5177
78413,46280,1,5177
78413,46281,0,5177
78413,46285,0,5177
78414,30833,0,5177
78414,46276,1,5177
78414,46277,0,5177
78414,46278,0,5177
78414,46279,1,5177
78414,46280,1,5177
78414,46281,0,5177
78414,46285,0,5177
78415,30833,1,5177
78415,46276,0,5177
78415,46277,0,5177
78415,46281,1,5177
78415,46285,0,5177
78417,30833,1,5177
78417,46276,0,5177
78417,46277,1,5177
78417,46278,0,5177
78417,46279,1,5177
78417,46280,0,5177
78417,46281,1,5177
78417,46285,0,5177
78418,30833,0,5177
78418,46276,0,5177
78418,46277,1,5177
78418,46278,0,5177
78418,46279,0,5177
78418,46280,1,5177
78418,46281,0,5177
78418,46285,0,5177
78419,46276,0,5177
78419,46277,0,5177
78419,46278,1,5177
78419,46279,1,5177
78419,46280,1,5177
78419,46281,1,5177
78424,46276,1,5177
78424,46277,1,5177
78446,30833,1,5177
78446,46276,1,5177
78446,46277,0,5177
78446,46278,0,5177
78446,46279,0,5177
78446,46280,1,5177
78446,46281,1,5177
78446,46285,0,5177
78447,30833,1,5177
78447,46276,1,5177
78447,46277,1,5177
78447,46278,0,5177
78447,46279,1,5177
78447,46280,1,5177
78447,46281,0,5177
78447,46285,1,5177
78447,54697,1,5177
78447,55506,1,5177
78447,55508,0,5177
78447,55509,1,5177
78449,30833,1,5177
78449,46276,1,5177
78449,46277,1,5177
78449,46278,1,5177
78449,46279,1,5177
78449,46280,1,5177
78449,46281,1,5177
78449,46285,1,5177
78450,30833,1,5177
78450,46276,1,5177
78450,46277,1,5177
78450,46278,0,5177
78450,46279,1,5177
78450,46280,1,5177
78450,46281,1,5177
78450,46285,1,5177
78450,54581,0,5177
78450,54697,0,5177
78450,55508,0,5177
78452,30833,1,5177
78452,46276,1,5177
78452,46277,1,5177
78452,46280,0,5177
78452,46281,1,5177
78452,46285,1,5177
78452,54581,0,5177
78452,54697,1,5177
78452,55506,1,5177
78452,55508,0,5177
78452,55509,1,5177
78453,30833,1,5177
78453,46276,0,5177
78453,46277,1,5177
78453,46278,1,5177
78453,46279,1,5177
78453,46280,1,5177
78453,46281,1,5177
78453,46285,1,5177
78454,30833,1,5177
78454,46276,1,5177
78454,46277,1,5177
78454,46278,1,5177
78454,46279,1,5177
78454,46280,1,5177
78454,46281,1,5177
78454,46285,0,5177
78454,55508,0,5177
78454,55521,1,5177
78455,30833,1,5177
78455,46276,1,5177
78455,46277,0,5177
78455,46278,0,5177
78455,46279,1,5177
78455,46280,1,5177
78455,46281,0,5177
78455,46285,1,5177
78455,54581,0,5177
78455,55506,0,5177
78455,55521,0,5177
78456,30833,1,5177
78456,46276,1,5177
78456,46277,1,5177
78456,46278,1,5177
78456,46279,1,5177
78456,46280,1,5177
78456,46281,1,5177
78456,46285,1,5177
78457,30833,1,5177
78457,46276,1,5177
78457,46277,1,5177
78457,46278,0,5177
78457,46279,1,5177
78457,46280,1,5177
78457,46281,1,5177
78457,46285,1,5177
78458,30833,1,5177
78458,46276,1,5177
78458,46277,1,5177
78458,46278,0,5177
78458,46279,1,5177
78458,46280,1,5177
78458,46281,1,5177
78458,46285,1,5177
78459,46276,0,5177
78459,46277,1,5177
78459,46278,1,5177
78459,46279,1,5177
78459,46280,0,5177
78459,46281,1,5177
78459,54581,0,5177
78460,30833,1,5177
78460,46276,1,5177
78460,46277,0,5177
78460,46278,1,5177
78460,46279,0,5177
78460,46280,1,5177
78460,46281,1,5177
78460,46285,0,5177
78461,30833,1,5177
78461,46276,1,5177
78461,46277,1,5177
78461,46278,0,5177
78461,46279,0,5177
78461,46280,1,5177
78461,46281,1,5177
78461,46285,0,5177
78461,54581,0,5177
78461,55506,0,5177
78461,55508,0,5177
78461,55509,0,5177
78461,55521,0,5177
78462,46276,0,5177
78462,46277,1,5177
78462,46278,0,5177
78462,46279,0,5177
78462,46280,1,5177
78462,46281,1,5177
78463,30833,1,5177
78463,46276,1,5177
78463,46277,1,5177
78463,46278,0,5177
78463,46279,1,5177
78463,46280,1,5177
78463,46281,1,5177
78463,46285,1,5177
78463,55521,0,5177
78510,54581,1,5056
78510,54697,1,5056
78510,55506,1,5056
78510,55508,0,5056
78510,55509,0,5056
78510,55521,1,5056
78572,54581,0,5056
78572,54697,1,5056
78572,55506,1,5056
78572,55508,1,5056
78572,55901,0,5056
78595,54697,1,5056
78595,55506,1,5056
78595,55508,1,5056
78595,55521,0,5056
78595,55901,0,5056
78673,46276,1,73
78673,46279,1,73
78673,46280,1,73
78673,46281,1,73
78673,54697,0,73
78673,55508,0,73
78673,55509,0,73
78673,55521,0,73
78673,55901,1,73
78674,54581,1,5056
78674,54697,0,5056
78674,55506,1,5056
78674,55508,1,5056
78674,55509,1,5056
78674,55521,0,5056
78675,55506,1,73
78704,54581,1,5056
78704,55506,1,5056
78704,55508,0,5056
78704,55509,1,5056
78704,55521,0,5056
78705,54581,1,5056
78705,55508,1,5056
78705,55521,1,5056
78706,54581,0,5056
78706,54697,1,5056
78706,55506,1,5056
78706,55521,1,5056
78707,54697,0,5056
78707,55506,1,5056
78707,55508,0,5056
78707,55509,1,5056
78707,55521,0,5056
78708,54581,0,5056
78708,54697,0,5056
78708,55506,1,5056
78708,55508,1,5056
78708,55509,1,5056
78708,55521,0,5056
78710,54697,1,5056
78710,55508,1,5056
78710,55509,1,5056
78711,55506,1,5056
78711,55521,1,5056
78712,54697,1,5056
78712,55506,1,5056
78712,55509,1,5056
78712,55521,1,5056
78714,54581,1,5056
78714,55508,1,5056
78714,55509,1,5056
78718,54581,1,5056
78718,55506,1,5056
78718,55508,1,5056
78718,55509,1,5056
78718,55521,1,5056
78719,54581,0,5056
78719,54697,1,5056
78719,55506,0,5056
78719,55508,0,5056
78719,55509,1,5056
78719,55521,1,5056
78720,54581,0,5056
78720,54697,0,5056
78720,55506,0,5056
78720,55508,0,5056
78720,55509,1,5056
78720,55521,0,5056
78721,54581,0,5056
78721,54697,0,5056
78721,55506,1,5056
78721,55509,0,5056
78721,55521,1,5056
78722,54581,1,5056
78722,55506,1,5056
78722,55508,0,5056
78722,55509,1,5056
78722,55521,0,5056
78723,54697,0,5056
78723,55506,1,5056
78724,55506,1,5056
78724,55508,1,5056
78724,55521,1,5056
78725,54581,1,5056
78725,54697,1,5056
78725,55506,1,5056
78725,55509,0,5056
78726,54581,1,5056
78726,54697,0,5056
78726,55506,1,5056
78726,55508,0,5056
78726,55509,0,5056
78726,55521,1,5056
78727,55506,0,5056
78729,54697,0,5056
78729,55508,0,5056
78729,55509,0,5056
78729,55521,0,5056
78765,54581,1,5056
78765,55506,1,5056
78765,55521,0,5056
78863,30833,1,5177
78863,46276,1,5177
78863,46277,0,5177
78863,46280,1,5177
78863,46281,1,5177
78863,46285,0,5177
78882,46276,1,76
78882,46279,1,76
78882,46280,1,76
78882,46281,1,76
78882,55506,1,76
78882,55901,0,76
78884,46277,1,76
78884,46278,1,76
78884,46279,0,76
78884,46280,1,76
78884,46281,0,76
78884,55508,0,76
78887,46276,0,76
78887,46278,1,76
78887,46280,1,76
78887,46281,1,76
78887,55506,1,76
78887,55901,1,76
78891,46276,1,76
78891,46279,1,76
78891,46280,1,76
78891,46281,1,76
78891,55506,1,76
78903,30833,1,2770
78903,46276,1,2770
78903,46278,1,2770
78903,46280,1,2770
78903,46281,1,2770
78903,46285,0,2770
78903,54581,1,2770
78903,54697,1,2770
78903,55506,1,2770
78903,55521,1,2770
78903,55901,0,2770
78904,30833,1,2770
78904,46276,1,2770
78904,46278,1,2770
78904,46280,1,2770
78904,46281,1,2770
78904,54697,1,2770
78904,55506,1,2770
78904,55508,1,2770
78904,55901,1,2770
78905,30833,1,2770
78905,46277,1,2770
78905,46279,1,2770
78905,46280,1,2770
78905,46281,1,2770
78905,46285,0,2770
78905,54581,1,2770
78905,54697,1,2770
78905,55506,1,2770
78905,55508,1,2770
78905,55509,1,2770
78905,55521,0,2770
78905,55901,1,2770
78906,30833,1,2770
78906,46277,1,2770
78906,46278,0,2770
78906,46279,1,2770
78906,46280,1,2770
78906,46281,0,2770
78906,46285,0,2770
78906,54581,0,2770
78906,54697,1,2770
78906,55508,0,2770
78906,55509,1,2770
78906,55901,1,2770
78907,30833,1,2770
78907,46277,1,2770
78907,46278,1,2770
78907,46280,1,2770
78907,46281,1,2770
78907,54581,1,2770
78907,54697,1,2770
78907,55506,1,2770
78907,55508,1,2770
78907,55521,1,2770
78907,55901,1,2770
78908,30833,1,2770
78908,46277,1,2770
78908,46279,1,2770
78908,46280,1,2770
78908,46281,1,2770
78908,54581,0,2770
78908,54697,1,2770
78908,55506,0,2770
78908,55508,0,2770
78908,55509,1,2770
78908,55521,0,2770
78908,55901,0,2770
78909,46276,1,2770
78909,46277,0,2770
78909,46279,1,2770
78909,46280,1,2770
78909,46281,1,2770
78909,46285,1,2770
78909,54581,1,2770
78909,54697,1,2770
78909,55506,1,2770
78909,55521,1,2770
78909,55901,1,2770
78910,30833,1,2770
78910,46276,1,2770
78910,46278,1,2770
78910,46280,1,2770
78910,46281,1,2770
78910,54581,1,2770
78910,54697,1,2770
78910,55506,1,2770
78910,55508,1,2770
78910,55509,1,2770
78910,55521,0,2770
78910,55901,0,2770
78911,30833,1,2770
78911,46276,1,2770
78911,46278,0,2770
78911,46279,0,2770
78911,46280,1,2770
78911,46281,1,2770
78911,54581,1,2770
78911,54697,1,2770
78911,55508,1,2770
78911,55509,1,2770
78911,55521,0,2770
78911,55901,0,2770
78912,46277,1,2770
78912,46278,1,2770
